name,price,score,address,description,url
Shinsaibashi Grand Hotel Osaka,Sold Out/Check Dates,8.7,"2-4-4, Higashishinsaibashi, Shinsaibashi, Osaka, Japan, 542 0083",N/A,https://www.agoda.com/shinsaibashi-grand-hotel-osaka/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=c7a066af-d8c7-4274-877b-0ad7ccc3adb3
APA Hotel Osaka-Tanimachi 4Chome-Ekimae,"฿1,990",8.1,"1-1-27 Noninbashi, Chuo-ku, Osaka Castle & Kyobashi, Osaka, Japan, 540-0011",N/A,https://www.agoda.com/apa-villa-hotel-osaka-tanimachi-4chome-ekimae/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
HOTEL MYSTAYS PREMIER Dojima,"฿3,512",8.1,"2-4-1 Sonezaki Shinchi Kita-ku, Umeda, Osaka, Japan",N/A,https://www.agoda.com/hotel-mystays-premier-dojima/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=9&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
APA Hotel & Resort Osaka Umeda Eki Tower,"฿2,726",8.4,"2-8-32 Sonezaki Kita-ku Osaka-shi Osaka, Umeda, Osaka, Japan, 530-0057",N/A,https://www.agoda.com/apa-hotel-resort-osaka-umeda-eki-tower/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=8&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
Marina Sunrise Osaka Bay,Sold Out/Check Dates,8.5,"Minato-ku Chikko 3-6-22, Bay Area, Osaka, Japan, 552-0021",N/A,https://www.agoda.com/marina-sunrise-osaka-bay/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
KOKO HOTEL Osaka Namba Sennichimae,"฿3,376",8.9,"Sennichimae 1-3-5, Namba, Osaka, Japan, 542-0074",N/A,https://www.agoda.com/koko-hotel-osaka-namba-sennichimae/hotel/all/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
"Far East Village Hotel Osaka, Honmachi","฿2,648",8.7,"3-chōme-3-6 Kyūtarōmachi, Chuo Ward, Osaka, Shinsaibashi, Osaka, Japan, 541-0056",N/A,https://www.agoda.com/lub-d-osaka-honmachi-h47728226/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
NALY. TENMA AFP Apartment,Sold Out/Check Dates,8.9,"3-2-20, Tenmabashi, Kita ward, Osaka, Umeda, Osaka, Japan, 5300042",N/A,https://www.agoda.com/naly-tenma-afp-apartment/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=1&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
HOTEL MYSTAYS Shin Osaka Conference Center,"฿2,030",7.6,"6-2-19 Nishinakajima, Yodogawa-Ku, Shinosaka, Osaka, Japan, 532-0011",N/A,https://www.agoda.com/hotel-mystays-shin-osaka-conference-center/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
Cross Hotel Osaka,Sold Out/Check Dates,9.0,"5-15, 2 Chome, Shinsaibashi-Suji, Chuo-Ku, Shinsaibashi, Osaka, Japan, 542-0085",N/A,https://www.agoda.com/cross-hotel-osaka/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
Hotel Forza Osaka Kitahama,"฿3,771",8.9,"2-2-21, Imabashi, Chuo-ku osaka-shi, Osaka, Umeda, Osaka, Japan, 541-0042",N/A,https://www.agoda.com/hotel-forza-osaka-kitahama/hotel/kobe-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=8&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
Hearton Hotel Shinsaibashi Nagahoridori,"฿3,375",8.9,"1-5-11, Shimmachi, Nishi-ku, Shinsaibashi, Osaka, Japan, 550-0013",N/A,https://www.agoda.com/hearton-hotel-shinsaibashi-nagahoridori/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=9&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
Prince Smart Inn Osaka Yodoyabashi,"฿2,597",8.4,"4-2-7 Koraibashi, Chuo-ku, Umeda, Osaka, Japan, 541-0043",N/A,https://www.agoda.com/prince-smart-inn-osaka-yodoyabashi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=9&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
APA HOTEL Osaka Tanimachi 4chome Ekimae Kita,"฿1,935",8.0,"1-3-12 Uchihommachi, Chuo-ku, Osaka Castle & Kyobashi, Osaka, Japan, 540-0026",N/A,https://www.agoda.com/apa-hotel-osaka-tanimachi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=6&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
APA Hotel Namba Minami Ebisucho Eki Shinsekai,"฿2,261",8.8,"5-6-14 Nipponbashi, Naniwa-ku, Namba, Osaka, Japan, 556-0005",N/A,"https://www.agoda.com/apa-hotel-namba-minami-ebisucho-eki/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=1,8&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8"
